#,Address,Source,Live Registers,Sampling Data (All),Sampling Data (Not Issued),Instructions Executed,Predicated-On Thread Instructions Executed,Memory Address Space,Memory Access Operation,Memory Access Size,Memory L1 Transactions Global,Memory L1 Transactions Shared,Memory L2 Transactions Global,Memory L2 Transactions Local,stall_barrier,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued)
640,00000013 2fa95ff0,"     ISETP.GE.AND P0, PT, R54, R51, PT ",,7,1,38400,1228800,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641,00000013 2fa96000,"     BMOV.32.CLEAR RZ, B0 ",,3,0,38400,1228800,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,00000013 2fa96010,"     BSSY B0, 0x132fa96210 ",,1,0,38400,1228800,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,00000013 2fa96020,@P0  BRA 0x132fa96200 ,,8,2,38400,204800,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
644,00000013 2fa96030,"     S2R R13, SR_LANEID ",,4,2,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
645,00000013 2fa96040,     WARPSYNC 0xffffffff ,,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,00000013 2fa96050,"     S2R R12, SR_TID.X ",,8,3,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
647,00000013 2fa96060,"     SHF.R.U32.HI R15, RZ, 0x4, R13 ",,14,5,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
648,00000013 2fa96070,"     SHF.R.U32.HI R14, RZ, 0x2, R13 ",,5,1,32000,1024000,,,,,,,,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
649,00000013 2fa96080,"     LOP3.LUT R13, R13, 0x3, RZ, 0xc0, !PT ",,0,0,32000,1024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,00000013 2fa96090,"     IMAD.SHL.U32 R16, R15, 0x4, RZ ",,2,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,00000013 2fa960a0,"     SHF.R.U32.HI R12, RZ, 0x1, R12 ",,5,4,32000,1024000,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
652,00000013 2fa960b0,"     LOP3.LUT R14, R14, 0x3, RZ, 0xc0, !PT ",,5,3,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
653,00000013 2fa960c0,"     LOP3.LUT R13, R16, 0x4, R13, 0xe2, !PT ",,2,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,00000013 2fa960d0,"     LOP3.LUT R12, R12, 0x3ffffff0, RZ, 0xc0, !PT ",,1,1,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
655,00000013 2fa960e0,"     IMAD.SHL.U32 R17, R14, 0x8, RZ ",,0,0,32000,1024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,00000013 2fa960f0,"     SHF.R.U32.HI R16, RZ, 0x1, R14 ",,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,00000013 2fa96100,"     LOP3.LUT R14, R13, 0x5, RZ, 0xc0, !PT ",,7,0,32000,1024000,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,00000013 2fa96110,"     LOP3.LUT R15, R13, 0x2, RZ, 0xc0, !PT ",,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,00000013 2fa96120,"     IMAD.IADD R13, R12, 0x1, R49 ",,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,00000013 2fa96130,"     LOP3.LUT R14, R17, 0x8, R14, 0xe2, !PT ",,0,0,32000,1024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,00000013 2fa96140,"     IMAD.MOV.U32 R12, RZ, RZ, c[0x0][0x198] ",,0,0,32000,1024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,00000013 2fa96150,"     IMAD R13, R13, 0x4, R0 ",,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,00000013 2fa96160,"     IMAD R15, R16, 0x8, R15 ",,3,1,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
664,00000013 2fa96170,"     IMAD.SHL.U32 R12, R12, 0x4, RZ ",,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,00000013 2fa96180,"     IADD3 R13, R13, 0x300, RZ ",,1,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,00000013 2fa96190,"     IMAD R14, R14, c[0x0][0x198], R15 ",,2,0,32000,1024000,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,00000013 2fa961a0,"     IMAD.U32 R13, R14, 0x4, R13 ",,6,1,32000,1024000,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,00000013 2fa961b0,"     IMAD.U32 R12, R12, 0x2, R13 ",,4,0,32000,1024000,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,00000013 2fa961c0,"     STS.64 [R13], R8 ",,3,1,32000,1024000,Shared,Store,64,,256000,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
670,00000013 2fa961d0,"     STS.64 [R13+0x10], R4 ",,7,3,32000,1024000,Shared,Store,64,,256000,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
671,00000013 2fa961e0,"     STS.64 [R12], R10 ",,3,2,32000,1024000,Shared,Store,64,,256000,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
672,00000013 2fa961f0,"     STS.64 [R12+0x10], R6 ",,2,0,32000,1024000,Shared,Store,64,,256000,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,00000013 2fa96200,     BSYNC B0 ,,7,5,38400,1228800,,,,,,,,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
674,00000013 2fa96210,"     IMAD.IADD R49, R48, 0x1, R49 ",,16,5,38400,1228800,,,,,,,,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
675,00000013 2fa96220,"     ISETP.GT.AND P0, PT, R47, R49, PT ",,5,1,38400,1228800,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676,00000013 2fa96230,@P0  BRA 0x132fa94290 ,,21,5,38400,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
677,00000013 2fa96240,"     S2R R14, SR_TID.X ",,8,4,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
678,00000013 2fa96250,     WARPSYNC 0xffffffff ,,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,00000013 2fa96260,"     BMOV.32.CLEAR RZ, B0 ",,6,3,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
680,00000013 2fa96270,"     BSSY B0, 0x132fa997d0 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,00000013 2fa96280,     NOP ,,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,00000013 2fa96290,     BAR.SYNC 0x0 ,,2,2,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
683,00000013 2fa962a0,"     ISETP.GE.U32.AND P0, PT, R14, 0x200, PT ",,55,32,25600,819200,,,,,,,,39,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,3,25,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2
684,00000013 2fa962b0,@P0  BRA 0x132fa997c0 ,,8,3,25600,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
685,00000013 2fa962c0,"     IMAD.IADD R12, R47, 0x1, -R44 ",,4,2,25600,819200,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
686,00000013 2fa962d0,"     SHF.R.S32.HI R13, RZ, 0x1f, R12 ",,3,0,25600,819200,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,00000013 2fa962e0,"     LOP3.LUT P0, RZ, R12, 0x1f, RZ, 0xc0, !PT ",,1,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,00000013 2fa962f0,"     LEA.HI R13, R13, R12, RZ, 0x5 ",,3,2,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
689,00000013 2fa96300,"     SEL R12, RZ, 0x1, !P0 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,00000013 2fa96310,"     LEA.HI.SX32 R12, R13, R12, 0x1b ",,3,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,00000013 2fa96320,"     SHF.R.S32.HI R13, RZ, 0x1f, R12 ",,4,3,25600,819200,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
692,00000013 2fa96330,"     LEA.HI R13, R13, R12, RZ, 0x2 ",,5,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,00000013 2fa96340,"     IMAD.SHL.U32 R13, R13, 0x20, RZ ",,3,1,25600,819200,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
694,00000013 2fa96350,"     LOP3.LUT R15, R13, 0xffffff80, RZ, 0xc0, !PT ",,5,1,25600,819200,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
695,00000013 2fa96360,"     SHF.R.U32.HI R13, RZ, 0x5, R14 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,00000013 2fa96370,"     IMAD.IADD R15, R44, 0x1, R15 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,00000013 2fa96380,"@!PT SHFL.IDX PT, RZ, RZ, RZ, RZ ",,4,2,25600,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
698,00000013 2fa96390,"     IMAD.IADD R12, R31, 0x1, R13 ",,1,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,00000013 2fa963a0,     YIELD ,,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,00000013 2fa963b0,"     BMOV.32.CLEAR RZ, B1 ",,6,2,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
701,00000013 2fa963c0,"     BSSY B1, 0x132fa97060 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,00000013 2fa963d0,"     ISETP.GE.AND P0, PT, R12, c[0x0][0x18c], PT ",,26,14,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
703,00000013 2fa963e0,@P0  BRA 0x132fa97050 ,,5,2,25600,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
704,00000013 2fa963f0,"     IMAD.MOV.U32 R12, RZ, RZ, c[0x0][0x198] ",,1,0,25600,819200,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,00000013 2fa96400,"     ISETP.GT.AND P0, PT, R47, R44, PT ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,00000013 2fa96410,"     BMOV.32.CLEAR RZ, B2 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,00000013 2fa96420,"     BSSY B2, 0x132fa96750 ",,1,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,00000013 2fa96430,"     IMAD R17, R12, 0x10, R13 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,00000013 2fa96440,"     IMAD.MOV.U32 R12, RZ, RZ, -0x1f528714 ",,2,1,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
710,00000013 2fa96450,"     IMAD R17, R17, 0x4, R0 ",,1,1,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
711,00000013 2fa96460,"     LDS.U R20, [R17+0x300] ",,9,3,25600,819200,Shared,Load,32,,25600,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
712,00000013 2fa96470,"     LDS.U R25, [R17+0x340] ",,5,3,25600,819200,Shared,Load,32,,25600,,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
713,00000013 2fa96480,@!P0 BRA 0x132fa96740 ,,1,0,25600,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,00000013 2fa96490,"     ISETP.GT.AND P0, PT, R15, R44, PT ",,2,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,00000013 2fa964a0,"     BMOV.32.CLEAR RZ, B3 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,00000013 2fa964b0,"     BSSY B3, 0x132fa966b0 ",,2,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,00000013 2fa964c0,"     IMAD.MOV.U32 R12, RZ, RZ, -0x1f528714 ",,0,0,25600,819200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,00000013 2fa964d0,"     IMAD.MOV.U32 R14, RZ, RZ, R44 ",,1,0,25600,819200,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,00000013 2fa964e0,@!P0 BRA 0x132fa966a0 ,,5,2,25600,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
720,00000013 2fa964f0,"     BMOV.32.CLEAR RZ, B4 ",,4,2,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
721,00000013 2fa96500,"     BSSY B4, 0x132fa96670 ",,1,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,00000013 2fa96510,"     IMAD.IADD R16, R14, 0x1, R46 ",,1,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,00000013 2fa96520,"     IMAD R17, R13, c[0x0][0x198], R14 ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,00000013 2fa96530,"     IADD3 R14, R14, 0x80, RZ ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,00000013 2fa96540,"     ISETP.GE.AND P0, PT, R16, c[0x0][0x18c], PT ",,1,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,00000013 2fa96550,"     IMAD R18, R17, 0x4, R0 ",,2,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,00000013 2fa96560,"     IADD3 R19, R16, 0x20, RZ ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,00000013 2fa96570,"     IADD3 R17, R16, 0x40, RZ ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,00000013 2fa96580,"     ISETP.GE.AND P2, PT, R19, c[0x0][0x18c], PT ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,00000013 2fa96590,"     IADD3 R16, R16, 0x60, RZ ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,00000013 2fa965a0,"     ISETP.GE.AND P3, PT, R17, c[0x0][0x18c], PT ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,00000013 2fa965b0,"@!P0 LDS.U R17, [R18+0x300] ",,2,1,12800,409600,Shared,Load,32,,12800,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,00000013 2fa965c0,"     ISETP.GE.AND P4, PT, R16, c[0x0][0x18c], PT ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,00000013 2fa965d0,"@!P2 LDS.U R19, [R18+0x380] ",,1,0,12800,409600,Shared,Load,32,,12800,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,00000013 2fa965e0,"@!P3 LDS.U R21, [R18+0x400] ",,0,0,12800,409600,Shared,Load,32,,12800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,00000013 2fa965f0,"@!P4 LDS.U R23, [R18+0x480] ",,1,0,12800,409600,Shared,Load,32,,12800,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,00000013 2fa96600,"@!P0 FMNMX.FTZ R12, R12, R17, !PT ",,1,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,00000013 2fa96610,"     ISETP.GE.AND P0, PT, R14, R15, PT ",,1,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,00000013 2fa96620,"@!P2 FMNMX.FTZ R12, R12, R19, !PT ",,3,0,12800,409600,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,00000013 2fa96630,"@!P3 FMNMX.FTZ R12, R12, R21, !PT ",,2,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,00000013 2fa96640,"@!P4 FMNMX.FTZ R12, R12, R23, !PT ",,3,2,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
742,00000013 2fa96650,@!P0 BRA 0x132fa96510 ,,1,1,12800,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
743,00000013 2fa96660,     BSYNC B4 ,,2,1,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
744,00000013 2fa96670,"     ISETP.GE.AND P0, PT, R14, R47, PT ",,5,2,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
745,00000013 2fa96680,@P0  BREAK B3 ,,4,1,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
746,00000013 2fa96690,@P0  BRA 0x132fa96740 ,,2,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,00000013 2fa966a0,     BSYNC B3 ,,15,7,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
748,00000013 2fa966b0,"     IMAD.IADD R16, R14, 0x1, R46 ",,5,3,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
749,00000013 2fa966c0,"     ISETP.GE.AND P0, PT, R16, c[0x0][0x18c], PT ",,1,1,12800,409600,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,00000013 2fa966d0,"@!P0 IMAD R17, R13, c[0x0][0x198], R14 ",,3,3,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
751,00000013 2fa966e0,"     IADD3 R14, R14, 0x20, RZ ",,0,0,12800,409600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,00000013 2fa966f0,"@!P0 IMAD R17, R17, 0x4, R0 ",,1,1,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,00000013 2fa96700,"     ISETP.GE.AND P2, PT, R14, R47, PT ",,2,0,12800,409600,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,00000013 2fa96710,"@!P0 LDS.U R17, [R17+0x300] ",,1,0,12800,409600,Shared,Load,32,,12800,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
